material_id,material_code,material_type,observations,adf_p_value,kpss_trend_p_value,stationarity_evidence,annual_power_ratio,seasonal_strength,annual_red_noise_p_value,annual_red_noise_fdr_p_value,annual_seasonality_evidence,interpretation
1ecaa5ba-d105-5f2d-afe5-04391a7cfe8e,RM-0033,raw_material,72,1.2101357850209366e-05,0.1,SUPPORTED,0.23803061938166406,0.5635634603753087,0.009950248756218905,0.032938754503345345,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
1f6797d4-860f-5715-8a54-f7b25274ea84,PM-0026,packaging_material,72,3.6908198166286314e-12,0.1,SUPPORTED,0.016690084350152946,0.0,0.4975124378109453,0.5811904333752922,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
1f9c4d9d-77f8-5bf5-88d3-d800f0b830f9,RM-0015,raw_material,72,0.8068838785977221,0.1,REJECTED,0.35779636383647473,0.4802558077748248,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
22f082eb-25cf-5ac2-9397-88c2587b6383,RM-0026,raw_material,72,2.877186522945909e-06,0.05776903879480318,SUPPORTED,0.10143550659031819,0.34180430671830053,0.13930348258706468,0.26746268656716415,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
25b8ebe1-b20a-540e-a9a9-dc3f1d7a138f,PM-0020,packaging_material,72,8.512088066233814e-22,0.1,SUPPORTED,0.003937668055575836,0.04358664250566435,0.8855721393034826,0.904414099714195,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
29c51ea3-18cb-51d2-86a4-6e37300b3120,RM-0047,raw_material,72,0.8209634735340247,0.1,REJECTED,0.5799989666839739,0.7056015084240503,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
2cf451f9-0c05-543f-871a-c1e50a6f2f8c,PM-0012,packaging_material,72,5.957690036224828e-17,0.1,SUPPORTED,0.012311947579551459,0.026210626262677117,0.5920398009950248,0.6766169154228855,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
2eb4fc46-56bb-511b-9038-532ab536a7b4,PM-0004,packaging_material,72,0.6993438941180496,0.1,REJECTED,0.0944173767253779,0.14419313753867902,0.23880597014925373,0.3421697482735576,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
2ebb0782-c5d2-5380-9221-4b377a734590,RM-0016,raw_material,72,5.339421849147961e-07,0.04933311551182177,REJECTED,0.08374680833113467,0.4432386270382239,0.11442786069651742,0.22885572139303484,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
34e20714-23a5-5502-8a37-cfc588bd2d74,RM-0020,raw_material,72,0.8360093088296849,0.1,REJECTED,0.03174665675572454,0.14095553241639025,0.3582089552238806,0.47115772488906815,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
352520ae-8469-575e-8667-eed0dbae62f3,PM-0006,packaging_material,72,3.307807982290691e-14,0.1,SUPPORTED,0.03222229890647983,0.0,0.30845771144278605,0.4291585550508328,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
3f23d0a6-dea3-57c7-bd37-de821104defe,PM-0013,packaging_material,72,3.9817462942393994e-13,0.1,SUPPORTED,0.08055383601515649,0.014584213069242402,0.07462686567164178,0.16282225237449116,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
40130d7f-de10-5b92-b8b7-3b18ddad3511,RM-0035,raw_material,72,6.221149357721718e-08,0.1,SUPPORTED,0.2202064629302675,0.4440160999682021,0.009950248756218905,0.032938754503345345,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
41bca4c9-11db-51d0-84e8-3e4295d20ceb,RM-0024,raw_material,72,5.698640125138988e-10,0.1,SUPPORTED,0.08692942627717504,0.2493061555040531,0.0945273631840796,0.19727449707981828,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
4344ffdc-ea39-5986-9b8b-f66c44c46479,RM-0039,raw_material,72,6.90087581593542e-17,0.05218400826829858,SUPPORTED,0.005172484688193651,0.16915577428632056,0.7263681592039801,0.7747927031509121,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
451630f6-2ea9-5dcd-a001-810e87710037,PM-0027,packaging_material,72,1.0189395937767138e-07,0.06267726915882377,SUPPORTED,0.20822745006956944,0.5114356612981799,0.014925373134328358,0.04477611940298508,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
454531b4-52d3-5fba-9545-5b2484a45dc3,PM-0014,packaging_material,72,1.6190460419116607e-13,0.1,SUPPORTED,0.005575891203454729,0.0,0.8109452736318408,0.855502706248975,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
460ce32d-2531-52a4-9ff8-d6187cbdf8eb,RM-0002,raw_material,72,0.06817990808612094,0.05246896646927798,REJECTED,0.02926049229400284,0.32330360999667596,0.5024875621890548,0.5811904333752922,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
49b11db4-4eb8-5663-a2cd-2596bf93921b,FG-0004,product,72,0.983807899456545,0.1,REJECTED,0.5359936495648274,0.7379474805966457,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
4f3a7839-cc51-58b2-b5b3-acd2b4c5ca4f,RM-0005,raw_material,72,0.7484294300243237,0.1,REJECTED,0.0042983751870293765,0.19431444121454655,0.8855721393034826,0.904414099714195,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
52abdb0a-d1a0-5157-a3cf-ed768c28a467,FG-0011,product,72,0.00017932070643942075,0.1,SUPPORTED,0.07604398544484349,0.229064070596238,0.208955223880597,0.3235435724602792,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
52fdf951-5812-5743-826a-2d393d518f2c,RM-0007,raw_material,72,0.6755906331482355,0.1,REJECTED,0.1346557839970812,0.36882301699925557,0.07462686567164178,0.16282225237449116,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
54f7582b-e2de-5c23-9a84-e5394cb6496d,RM-0021,raw_material,72,6.31841977193379e-09,0.1,SUPPORTED,0.09620645146453462,0.20829147864670838,0.04477611940298507,0.11617587736990721,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
57cd6f76-f7d0-5cb9-924b-26779fe7004b,RM-0040,raw_material,72,4.541754875463955e-05,0.06829068134072903,SUPPORTED,0.16023052753306086,0.3631122563097352,0.05970149253731343,0.15082482325216026,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
622b400d-ef66-5420-ab18-3413c4140285,FG-0005,product,72,8.519158826254995e-08,0.09006812411171047,SUPPORTED,0.23603549142396688,0.3552291319489502,0.009950248756218905,0.032938754503345345,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
63239c7d-af03-53ef-b4c2-383677c71209,PM-0019,packaging_material,72,7.276902305571693e-13,0.1,SUPPORTED,0.067910426622031,0.08437149216126816,0.06467661691542288,0.15522388059701492,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
6808a519-363a-5dc5-a2d8-e9c3fdd7f20c,FG-0010,product,72,0.39910358608844065,0.1,REJECTED,0.449473643117188,0.62645156102428,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
702043d7-0c33-5d57-ae6b-57b1a3960a22,RM-0022,raw_material,72,0.003991596965064475,0.1,SUPPORTED,0.01979282972557483,0.44569241944645865,0.6766169154228856,0.7466117687424945,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
70c72a59-a361-5baa-b666-fd6ef84f6085,RM-0012,raw_material,72,8.829712720739023e-12,0.1,SUPPORTED,0.04427542215598085,0.3191516589903287,0.22885572139303484,0.33800229621125144,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
7110b081-1b8f-52e8-b447-e5ebb683f73a,RM-0048,raw_material,72,0.5889317244783526,0.1,REJECTED,0.040088091870681845,0.2839108385875425,0.36318407960199006,0.47115772488906815,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
7296cd3b-d17a-5d2d-af06-632fc5d90fac,PM-0032,packaging_material,72,1.6273812841067403e-13,0.1,SUPPORTED,0.028658514532525516,0.006560837409616105,0.39303482587064675,0.48970338182505196,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
73bcad4b-6bb5-5bf5-bd43-bffc42f42e0c,PM-0028,packaging_material,72,3.139218633200148e-09,0.1,SUPPORTED,0.015472761312537917,0.04844402299910222,0.6417910447761194,0.7164179104477612,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
74d70250-ccb2-5f75-b065-841c86ff845b,RM-0028,raw_material,72,7.316730626046884e-13,0.1,SUPPORTED,0.07856400053663952,0.16718424958777178,0.06467661691542288,0.15522388059701492,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
76b22527-cab7-5a55-a749-4b1f82f24681,RM-0011,raw_material,72,2.5263079821924546e-12,0.1,SUPPORTED,0.053196397850947943,0.32716158005955887,0.15422885572139303,0.27935792734441,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
7e7ae14e-5b21-59e3-bbe9-812149e34116,RM-0045,raw_material,72,4.726139352860345e-13,0.1,SUPPORTED,0.04979629497072477,0.10240516915649667,0.11940298507462686,0.23393237892171795,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
873c7ba9-a032-5c58-9135-ea29b117dfe1,RM-0043,raw_material,72,1.792639370997269e-10,0.1,SUPPORTED,0.043127668610005734,0.35737609957110117,0.18407960199004975,0.3076144700227675,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
87eefcba-40b4-5ebe-818c-103c86414f94,RM-0017,raw_material,72,0.006751469875558141,0.1,SUPPORTED,0.09056012730905019,0.3032620353866523,0.06965174129353234,0.15920398009950248,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
89cd8887-9f73-5e41-aea2-39aae196ea4a,RM-0013,raw_material,72,3.9616336215858234e-07,0.1,SUPPORTED,0.23369690586033398,0.3552593171653974,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
8daae32c-38af-53e5-80e0-92dcefd51b73,RM-0044,raw_material,72,1.1457270585280587e-11,0.1,SUPPORTED,0.12584578801540452,0.3359081649633471,0.01990049751243781,0.05618964003511852,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
8fe746f4-b4ae-5510-96af-fc5622c15291,PM-0009,packaging_material,72,2.1483870735317054e-12,0.1,SUPPORTED,0.01621943313928794,0.039290033883443765,0.4925373134328358,0.5811904333752922,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
8fed10e9-d062-5aa9-9829-228f86704dcf,RM-0027,raw_material,72,1.0481343644018377e-05,0.1,SUPPORTED,0.4473219313220991,0.47739549249834257,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
914273bc-09d2-59cb-8bef-80980dd45f71,PM-0008,packaging_material,72,2.3993797485635097e-07,0.1,SUPPORTED,0.05255869972905627,0.12968455687326308,0.35323383084577115,0.47115772488906815,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
970f1a85-ae62-5dd1-ba3a-96eec0831095,RM-0034,raw_material,72,1.0135372291238421e-06,0.1,SUPPORTED,0.2595872731617907,0.3892953815772049,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
99a79093-e65d-5dce-9a6f-697e975e6301,RM-0003,raw_material,72,4.481964103563977e-06,0.1,SUPPORTED,0.16860786919042137,0.409006010370907,0.01990049751243781,0.05618964003511852,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
9adf6d0e-d4ae-5fce-a801-3ad6c3495239,RM-0030,raw_material,72,3.683369749068369e-06,0.1,SUPPORTED,0.1315035259322196,0.23700445351235666,0.06965174129353234,0.15920398009950248,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
9b4995ed-8340-5f94-8c68-a0776ed5f76f,RM-0019,raw_material,72,0.933918207821792,0.1,REJECTED,0.1745076084824806,0.40552652075842255,0.03482587064676617,0.09286898839137646,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
9b64c321-dd3b-5f4b-916a-53ecf468466b,RM-0029,raw_material,72,0.0012967825376708707,0.1,SUPPORTED,0.2712910903547612,0.3386508959382347,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
9cf63b9a-cc37-54b7-bcaa-061af694cc42,RM-0031,raw_material,72,0.725480820814074,0.1,REJECTED,0.04607136728020236,0.16226819562981598,0.39800995024875624,0.48970338182505196,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
9d408652-24dc-5e46-8a2e-95ebbc93ae88,RM-0014,raw_material,72,0.8824212496829449,0.1,REJECTED,0.0028708655629569296,0.3130739326843408,0.9601990049751243,0.9651741293532339,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
9f6b0b8e-43a2-565e-9953-5a666438cd9e,PM-0029,packaging_material,72,3.1459931235525975e-15,0.1,SUPPORTED,0.03816532655854857,0.0,0.16417910447761194,0.29187396351575456,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
aae95bc2-4f47-5f42-89fa-20f1d8c04e4b,PM-0025,packaging_material,72,0.2230628208422034,0.1,REJECTED,0.008763322569226902,0.006982865385155801,0.7114427860696517,0.7673989602549052,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
ab000fcf-8875-566c-aebc-281e1089a562,RM-0037,raw_material,72,1.7610171438428495e-12,0.1,SUPPORTED,0.017192933555789672,0.19878872854494534,0.4975124378109453,0.5811904333752922,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
ab72fc41-56fe-5ecb-b7c2-e221313b68f4,FG-0006,product,72,0.2962280464602975,0.09415018104623592,REJECTED,0.004598646338278799,0.16398417670396626,0.8805970149253731,0.904414099714195,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
aca9ae62-4f85-5ead-8671-21a748af98d5,FG-0003,product,72,0.00013420672742049496,0.1,SUPPORTED,0.33086477203119696,0.692661252697106,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
b5c64e70-d280-5301-8d54-bd3728964018,PM-0030,packaging_material,72,1.4998370869477513e-11,0.1,SUPPORTED,0.05581611280914515,0.11497367434567196,0.15422885572139303,0.27935792734441,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
b75e3283-4544-5733-858b-e2f54e5382bd,RM-0018,raw_material,72,6.882471778225705e-17,0.1,SUPPORTED,0.0252353775026537,0.23086779342442665,0.36318407960199006,0.47115772488906815,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
b9956fcd-8e02-5e7c-bccb-dcc37d7d2d0d,FG-0016,product,72,0.7025022328418572,0.1,REJECTED,0.09426591989857408,0.24213455142844098,0.17412935323383086,0.30393487109905026,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
ba65df62-e504-5494-8114-b25623e8eed0,RM-0042,raw_material,72,4.9729897365334054e-11,0.1,SUPPORTED,0.12402029162431805,0.4437841378269405,0.014925373134328358,0.04477611940298508,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
bf521282-5d78-5a17-9206-267e01e03f44,PM-0021,packaging_material,72,5.3477539129703666e-05,0.1,SUPPORTED,0.28694995144027674,0.4249106327946981,0.009950248756218905,0.032938754503345345,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
bfec9823-ddd6-5669-9c2d-b6d1216cbd1f,PM-0003,packaging_material,72,0.0008500883294830354,0.1,SUPPORTED,0.2015460826787223,0.18907760555965836,0.024875621890547265,0.06823027718550108,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
c2084a60-9f08-5c69-b942-7b189477299f,FG-0015,product,72,2.133178621877989e-05,0.1,SUPPORTED,0.45766569535568147,0.5692304552378812,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
c744dcbe-24e0-5790-8b9c-a54dca036f56,RM-0001,raw_material,72,0.08453952288902361,0.1,REJECTED,0.07154506159261875,0.12434922470909537,0.09950248756218906,0.2032391235312798,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
ca38da35-c7d8-5be2-830e-f564bfa0fed2,FG-0014,product,72,0.6935163755508849,0.1,REJECTED,0.5153460610513056,0.721984873786478,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
cc1a7610-4844-50b5-adcc-16c9ee8c004c,PM-0018,packaging_material,72,6.050622900622725e-14,0.1,SUPPORTED,0.03826935072560557,0.07441806731422307,0.18407960199004975,0.3076144700227675,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
cc992eaf-9f97-504e-8ce7-d7b0e72a5ac4,RM-0038,raw_material,72,6.153134855101098e-10,0.013908330347860631,REJECTED,0.03523554078604418,0.25004819615964624,0.40298507462686567,0.48970338182505196,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
cd647bd8-f185-5b06-a747-47d01c85fbcf,RM-0004,raw_material,72,3.756461910328989e-05,0.1,SUPPORTED,0.06848498673975366,0.3536797931653619,0.23383084577114427,0.34011759384893714,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
ce82ac15-1db6-5438-a28c-2cb674c49a5a,FG-0007,product,72,1.1373031788255829e-06,0.1,SUPPORTED,0.2762280316092851,0.47479779733589256,0.009950248756218905,0.032938754503345345,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
cf721254-4c6c-5300-a627-33352fb391e5,RM-0041,raw_material,72,5.098554350871021e-10,0.1,SUPPORTED,0.06830524165942678,0.24199062829166396,0.14925373134328357,0.27935792734441,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
d1e641d4-124f-5366-9415-236d5269333c,FG-0001,product,72,0.027767285925291953,0.1,SUPPORTED,0.2727940263260777,0.3410099961440295,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
d3b5ad4e-d3e9-519d-9a8a-978b73d401ee,FG-0002,product,72,0.28858941996786214,0.1,REJECTED,0.49272617330338636,0.6459122756193071,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
d3d2254e-4db3-51c1-ae22-2445e5211dd5,FG-0013,product,72,0.04506953456138961,0.03881463203436281,REJECTED,0.021951602875064553,0.2512732410060342,0.6318407960199005,0.7136084284460054,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
d68e764e-ee1a-533e-a25d-d50a48fd82e5,PM-0022,packaging_material,72,0.0006350888480585819,0.1,SUPPORTED,0.21151776341456613,0.4533017766691685,0.009950248756218905,0.032938754503345345,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
d6c902c8-dbf8-591c-92cb-fbb6fdcd05cc,PM-0011,packaging_material,72,0.3025961790704351,0.1,REJECTED,0.4297451320068763,0.645981968118639,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
dbe4024e-1cad-5542-a359-31420cae89ed,PM-0001,packaging_material,72,6.713778815666708e-14,0.1,SUPPORTED,0.030423812906577526,0.06991218352992745,0.2935323383084577,0.4143985952589991,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
dde599ee-cfdd-5c55-aa72-6af7fdaa0e12,FG-0012,product,72,7.087571602472493e-07,0.1,SUPPORTED,0.36491448469972837,0.4591585168293233,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
e2755ae4-fce3-57b8-82d5-9207cd218c93,RM-0010,raw_material,72,0.3621527546623139,0.1,REJECTED,0.032669111848128485,0.16288917667355696,0.3383084577114428,0.4639658848614073,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
e28da5a5-7cc7-5673-b5ea-8220ddf4285e,RM-0006,raw_material,72,0.8204113367664687,0.1,REJECTED,0.05396207383215227,0.22093843579589156,0.38308457711442784,0.48970338182505196,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
e51dcc89-1c03-5796-9268-0ae8216a7c30,PM-0007,packaging_material,72,0.9064781511452279,0.018222675288927428,REJECTED,0.009874625963044956,0.0013048058129553342,0.6965174129353234,0.7598371777476256,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
e55c5b31-03fe-58fa-8091-60976ba7f18c,PM-0016,packaging_material,72,3.386537012826192e-14,0.1,SUPPORTED,0.0007274719604538596,0.0240814937923024,0.9651741293532339,0.9651741293532339,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
e625bf6d-13dc-5bbc-904c-58b2949f6539,RM-0009,raw_material,72,3.70427084221158e-07,0.1,SUPPORTED,0.28811869069977214,0.34394089078138634,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
e88b339b-476f-5d38-8d02-848f3bfdbda1,FG-0009,product,72,0.5255903497169552,0.1,REJECTED,0.6178285340964715,0.6484023011272657,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
ea93057f-84ad-5a5c-8cb0-dc5dbb6fac9e,PM-0024,packaging_material,72,4.937964329298194e-07,0.1,SUPPORTED,0.3002539551029287,0.48826318446273864,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
eda62caf-944b-507f-99f5-e6ec9bc98f1f,PM-0015,packaging_material,72,0.0005532896371023831,0.1,SUPPORTED,0.05952732157385502,0.07502352113976551,0.0845771144278607,0.18043117744610282,REJECTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
f6d68651-494b-5de3-87b0-ab872d792fab,RM-0036,raw_material,72,1.0849641769519159e-05,0.1,SUPPORTED,0.23680378325349205,0.429405428569272,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
fb81e17d-9bba-5380-b78c-949e5ee34a57,RM-0008,raw_material,72,1.3393777595671893e-06,0.1,SUPPORTED,0.3691180476878861,0.48091227846015516,0.004975124378109453,0.02170963364993216,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
fea34b62-1ed3-56c0-a531-960cf5d64595,RM-0025,raw_material,72,3.540283597770499e-10,0.1,SUPPORTED,0.18222010905849803,0.2887491272664998,0.009950248756218905,0.032938754503345345,SUPPORTED,"Stationarity is diagnostic, not a requirement for tree or neural candidates."
